customer_id;buy_post;predicted_date_diff_post
52341;0;18.932778750804648
69175;1;16.98731767508483
73427;0;18.808162755429457
134577;0;20.75113630013475
156357;1;19.840402674593616
161390;0;18.43723165654826
168512;0;17.23527908043993
179897;0;20.192387775778876
180373;0;18.898862579549274
185406;0;19.27943356304596
195855;1;17.800317213832454
196144;0;20.095553099006594
196270;1;18.22092738664807
196485;0;17.226384148362346
196541;1;19.504727954388358
197786;0;15.560919445659476
197835;1;17.78514283050704
197877;0;18.63360628420611
197923;0;18.27365645519799
198154;0;18.658298145168878
198225;0;18.378411358513258
198361;0;19.123558977521757
198380;0;20.60699182656588
198484;0;18.250335837428604
198718;0;19.006593748779917
198764;0;18.04661845332308
198986;0;19.455445526998734
199042;0;18.460923979616425
199079;1;18.319008592836116
199100;0;17.479803929083946
199141;1;18.55355373324475
199241;1;18.370419877948333
199343;1;18.230767269830523
199444;0;18.82989211828427
199672;0;20.079877285348005
199764;1;18.892435101888786
199817;0;19.36419176998029
199939;0;18.20210026149141
199942;0;19.798578205284727
199989;1;20.065857386314338
200045;0;18.373039382471454
200196;0;19.501174034236072
200239;0;18.874484822967368
200788;0;18.732556517564984
200859;0;19.54755933429129
200975;0;17.716666653207312
200994;0;19.397099321152545
201088;1;18.944900476374976
201181;0;19.800947027689762
201384;0;18.525187625327323
201446;0;18.426649369771383
201545;0;18.818337949560693
201739;0;18.141418417816052
201773;0;18.979708206539872
202801;0;18.045944002436524
203552;1;19.630693996216728
203678;0;18.28566370071745
203794;0;19.721824906013705
203824;0;20.240517016575055
204418;0;18.557458437591777
204706;1;19.310408754054812
204988;0;18.635061768125748
205990;1;19.73750974925051
206011;1;16.239641873159588
206222;0;19.014591101882015
207956;0;20.783644990526156
208195;0;18.12278958363006
208277;0;19.299708323179942
208507;1;19.429634814755893
209224;1;18.15491156100207
209836;0;18.462844484331775
210129;0;18.509506070640438
211390;0;18.60466939768925
211722;0;18.823476602632084
211837;1;17.411671745625654
211929;0;19.976812212297148
212394;0;18.652719443620242
212570;0;20.403987925174786
213361;1;19.08546433462887
213532;0;18.801110125433397
213607;0;19.06154249718091
213808;1;17.975001959778208
214286;0;19.867754830802532
214307;0;18.53540976680258
214442;0;19.472032891811867
214672;0;20.63681352892073
214936;1;18.799653268498627
214990;1;18.971409293328023
215038;0;18.98202583654155
215212;0;18.513834101530477
215253;0;19.341913410869477
215287;0;19.616586768856838
215462;0;19.47485251775138
215469;0;18.839483785802784
215580;0;19.45796278326258
215817;0;18.62362558971402
215884;0;17.955700163583053
216038;0;18.322127581298673
216172;0;19.2559585790598
216207;0;19.114064335747052
216686;0;19.698347865618338
216839;0;19.36708064909657
216858;1;18.471549120378977
216865;0;18.937568143615405
217007;0;18.57783268036315
217197;0;17.83817388203951
217599;0;18.738493299734895
217661;0;18.364123651955364
217697;0;17.772852276786402
217725;0;18.239765292162932
218156;0;19.042340777409404
218446;1;18.710696353725663
218593;1;19.34908016491447
218598;0;19.748518211501025
218615;0;18.735803348942618
218864;0;18.37527497195224
218925;0;19.50522715862454
218927;0;20.129402598776878
219130;0;19.836793025930202
219228;0;18.233965416308312
219501;0;19.714458834574454
219715;0;19.19734209886502
219746;0;19.522352060091055
220270;0;18.701661365617518
220363;0;19.296283684304065
220447;0;18.9311863135051
220838;0;19.753137534179753
221010;1;18.020524887567394
221161;0;17.600054043788518
221182;0;17.441846693304527
221191;0;20.032026870598983
221336;1;19.180788369171744
221341;1;20.38752067248629
221348;0;19.83482519101724
221716;0;19.558556335810888
221761;1;18.884364660268783
221867;0;17.12986278732784
221904;1;18.941612441244697
221916;1;18.559345069877327
222153;0;18.251206628556478
222183;0;19.023921170175765
222214;1;18.290240314570678
222343;0;19.75822225568141
222355;1;18.940475590994144
222763;0;20.605042600640356
222919;0;17.53002784170381
223062;0;20.78799442058359
223127;0;18.47275932189415
223266;0;18.631541845656944
223394;0;18.76519052895446
223412;0;19.859934530694886
223423;0;19.038865725799294
223424;0;19.275980348350483
223443;0;16.64507231077398
223465;1;17.056980932527186
223580;1;18.2597566615824
223835;0;18.60388521310165
223867;0;17.385127376582954
224398;1;19.095415104403596
224480;0;19.112547484796146
224489;1;19.668773506848506
224692;0;19.35142448400386
224953;0;19.9147584113383
224969;0;20.435232052483524
225285;0;18.468138600174292
225359;0;19.12796214707226
225393;0;19.79320675307905
225442;0;17.753780047248963
225474;0;18.710963952420524
225475;0;17.974553337695614
225771;0;18.890608591106812
226048;1;16.747965486927207
226078;0;17.661925574322613
226161;0;18.982265846352483
226452;0;17.76985358455386
226476;0;19.702422881671957
226578;0;18.901233831457983
226650;0;19.202866573649963
226669;0;18.614163961744207
226745;1;17.589656362166878
226849;1;19.4828380593716
226868;1;19.394089867007697
227042;1;17.545403358909642
227085;0;18.396836269129565
227430;0;19.15872938518073
227475;0;19.877201261972356
227635;0;17.853742913907606
227675;0;19.76414958649417
227999;0;18.02680972614987
228132;0;19.42414001354193
228198;0;17.85028510598942
228354;0;18.46983684493308
228469;0;20.24489034300386
228534;0;18.603488027044826
228544;1;17.5273817724096
228863;0;17.992671372435783
228914;0;17.92716864612589
229060;0;19.847066294662714
229067;0;19.569022596382993
229101;0;18.255505442220247
229106;0;18.92204134711282
229143;0;18.306793668103854
229244;0;17.717402587948047
229272;0;18.53649898080022
229450;0;18.216104247279752
229616;0;19.72889177504714
229960;0;19.54981105103264
230177;0;18.06618409380275
230182;0;19.541637035555336
230212;0;19.860582291853746
230413;1;17.625913551254058
230793;1;18.333643507700423
230840;0;17.257207550063963
231601;0;19.440520139958426
231801;0;17.89672557683761
231889;0;19.517725211769598
231892;0;20.83186870570426
232056;0;19.008529051651713
232098;0;19.535771072579557
232214;0;17.968830672020996
